id,tahun,source,jenis_bansos,question,answer,length
524,2011,Undang undang Republik Indonesia Nomor 13 Tahun 2011,DTKS,Bagaimana cara penetapan kriteria fakir miskin dan verifikasi datanya?,"Menteri menetapkan kriteria fakir miskin berkoordinasi dengan kementerian lembaga terkait. Kriteria digunakan untuk pendataan oleh lembaga statistik. Menteri memverifikasi dan memvalidasi data minimal dua tahun sekali, kecuali ada kondisi khusus. Verifikasi dan validasi dilakukan oleh potensi dan sumber kesejahteraan sosial di kecamatan atau kelurahan atau desa, dilaporkan ke bupati atau wali kota, lalu ke gubernur, dan diteruskan ke menteri.",516
525,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 30/4/HK.01/2/2024,PERMAKANAN,Bagaimana standar pemberian dan distribusi makanan dalam Bantuan Permakanan bagi ODHIV untuk memastikan kualitas dan kesehatannya?,"Bantuan permakanan bagi ODHIV diberikan dua kali sehari atau sesuai kebijakan pemerintah. Satu pokmas dapat melayani lebih dari satu kecamatan. Makanan harus mengandung karbohidrat, lauk protein hewani atau nabati, sayur, buah, dan air minum layak. Menu disesuaikan dengan kebutuhan kesehatan penerima. Proses pembersihan, pengolahan, pengemasan, dan pengiriman dilakukan secara higienis.",518
526,2025,Keputusan Menteri Sosial Republik Indonesia Nomor 26/HUK/2025,DTKS,Apa yang harus dilakukan jika desa atau kelurahan tidak melaksanakan musyawarah tetapi terdapat usulan atau penghentian DTKS?,"Apabila desa atau kelurahan tidak melaksanakan musyawarah desa atau kelurahan, tetapi terdapat usulan atau penghentian atau penghapusan data, maka kepala desa atau lurah wajib mengunggah SPTJM melalui aplikasi SIKSNG yang paling sedikit memuat pernyataan tanggung jawab terhadap kebenaran data yang diusulkan. Pernyataan tidak melaksanakan musyawarah desa atau kelurahan pada periode tersebut.",518
527,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 126/4/HK.01/6/2024,ATENSI,Apa kriteria lembaga sosial dalam memberikan layanan kepada anak yatim piatu pada program ATENSI Anak Yatim Piatu?,Lembaga sosial harus memiliki akta pendirian. Memiliki surat izin operasional dari Kemensos atau dinas sosial daerah. Memiliki anggaran dasar dan rumah tangga. Memiliki sdm pengurus dan pengelola yang kompeten di kesejahteraan sosial anak. Memiliki sumber pendanaan jelas dari pemerintah atau sumber sah lain. Memiliki kantor tetap untuk operasional. Memberikan layanan kepada anak dalam dan luar lembaga.,519
528,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,Apa yang harus dilaporkan Pokmas melalui SIKSMA setiap bulan dan bagaimana metode uji petik lapangan dalam pemantauan Bantuan Permakanan bagi Penyandang Disabilitas?,"Laporan bulanan pokmas melalui SIKSMA memuat foto pengantaran makanan, dokumentasi menu dan penerima, berita acara serah terima atau tanda terima, laporan perubahan KPM, dan arus kas penggunaan dana. Metode uji petik lapangan dilakukan dengan kunjungan langsung untuk memvalidasi data, memastikan bantuan diterima penerima, dan menilai kesesuaian prosedur.",521
529,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 126/4/HK.01/6/2024,ATENSI,Apa kriteria lembaga pendidikan nonformal berbasis agama dalam memberikan layanan bagi anak yatim piatu pada program ATENSI Anak Yatim Piatu?,Lembaga pendidikan nonformal berbasis agama harus memiliki akta pendirian sah. Memiliki surat izin operasional dari kementerian agama. Memiliki anggaran dasar dan rumah tangga. Memiliki pengurus dan pengelola yang bertanggung jawab. Memiliki sumber pendanaan jelas dan dapat dipertanggungjawabkan. Memiliki kantor tetap. Memberikan pelayanan kepada anak di dalam atau luar lembaga.,522
530,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,Bagaimana kewajiban Pelaksana Bantuan Permakanan dalam mengunggah dan menyimpan dokumen pertanggung jawaban melalui aplikasi SIKSMA?,"Pelaksana bantuan permakanan wajib mengunggah dokumen pertanggung jawaban melalui aplikasi SIKSMA. Bukti fisik seperti laporan dan kuitansi yang sudah ditandatangani harus diarsipkan oleh pokmas secara tertib. Semua bukti administrasi, termasuk tanda terima permakanan, dokumentasi pengiriman makanan, dan laporan penggunaan dana, harus disimpan sebagai dokumen pendukung audit dan evaluasi.",523
531,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,Bagaimana cara pemantauan dan evaluasi Bantuan Permakanan bagi Penyandang Disabilitas serta elemen yang dipantau melalui metode sistem?,"Pemantauan dan evaluasi bantuan permakanan bagi penyandang disabilitas dilakukan dengan metode sistem dan uji petik lapangan. Metode sistem menggunakan aplikasi SIKSMA oleh direktorat rehabilitasi sosial penyandang disabilitas. Elemen yang dipantau meliputi dokumen persyaratan awal pembentukan pokmas, data KPM, dan laporan pertanggungjawaban bulanan yang diunggah pokmas melalui SIKSMA.",523
532,2025,Keputusan Menteri Sosial Republik Indonesia Nomor 26/HUK/2025,DTKS,Bagaimana jika penyaluran dana Program Sembako dan Program PKH tidak memungkinkan melalui bank?,"Jika penyaluran melalui bank tidak memungkinkan, terutama di daerah 3t, dana dapat disalurkan lewat pos. Data KPM diserahkan ke pos penyalur. Pos membuka rekening giro atas nama KPM. Dana disalurkan lewat antar rumah, pengambilan di kantor pos, atau pembayaran komunitas. Foto penerima wajib sebagai bukti. Pos melaporkan jumlah KPM yang menerima dan dana tidak tersalurkan. Dana tidak tersalurkan disetor kembali ke kas negara.",523
533,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Apa tugas dan tanggung jawab Direktorat Jenderal Rehabilitasi Sosial dalam pelaksanaan Program PENA?,Direktorat jenderal rehabilitasi sosial mendukung penyandang disabilitas dan pemantauan lokal dalam pena direktorat rehabilitasi sosial penyandang disabilitas mengusulkan calon penerima dan memantau usaha mereka. Sentra terpadu mendukung pelaksanaan program dan evaluasi usaha KPM pena di wilayah kerja. Sekretariat direktorat jenderal bertanggung jawab koordinasi dan evaluasi pemantauan KPM di sektor rehabilitasi sosial.,523
534,2025,Keputusan Menteri Sosial Republik Indonesia Nomor 26/HUK/2025,DTKS,Bagaimana proses verifikasi kelayakan dilakukan melalui aplikasi SIKSNG?,"Verifikasi kelayakan dilakukan melalui aplikasi SIKSNG dan ditetapkan dalam musyawarah desa atau kelurahan. Proses ini mengikuti cara penyampaian usulan dan terdiri dari tiga tahapan verifikasi, finalisasi, dan pengesahan. Verifikasi dapat dilakukan oleh akun kepala perangkat daerah, pengisi data kabupaten kota, pengisi data desa atau kelurahan, atau pendamping sosial. Data yang diverifikasi meliputi seluruh individu dalam DTKS periode sebelumnya.",523
535,2023,Peraturan Menteri Sosial Republik Indonesia Nomor 7 Tahun 2023,PENA,"Apa tujuan dari asesmen dalam Program PENA, dan faktor apa yang dinilai dalam proses asesmen tersebut?","Asesmen dilakukan untuk menilai kelayakan calon KPM program pena. Asesmen dilakukan untuk mengetahui kesesuaian antara minat, kemampuan diri, dan sumber daya calon KPM, potensi calon KPM untuk berkembang atau kebutuhan usaha atau peluang kerja yang sesuai. Asesmen dilaksanakan oleh pendamping sosial dan menggunakan teknologi informasi yang disediakan oleh unit kerja yang membidangi data dan informasi kesejahteraan sosial.",527
536,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Bagaimana prosedur penghapusan peserta PBI Jaminan Kesehatan yang tidak dapat ditemukan keberadaannya?,"dinas sosial kabupaten kota melakukan verifikasi dengan surat keterangan dari kepala desa atau lurah bahwa peserta tidak ada di wilayahnya. Setelah verifikasi, dinas sosial kabupaten kota mengesahkan penghapusan dalam sistem. Hasil penghapusan diteruskan ke dinas sosial provinsi untuk pemeriksaan dan persetujuan akhir. Setelah disetujui, hasil penghapusan disampaikan ke Kemensos melalui SIKSNG untuk diproses lebih lanjut.",527
537,2019,Peraturan Menteri Sosial Nomor 21 Tahun 2019,PBI,Apa jenis perbaikan data yang dapat dilakukan dalam sistem PBI Jaminan Kesehatan?,"Beberapa jenis perbaikan data yang dapat dilakukan mencakup perubahan domisili, jika peserta berpindah tempat tinggal. Perubahan nama, jika terdapat kesalahan atau penyesuaian dengan dokumen resmi. Perubahan tanggal lahir, apabila terjadi ketidaksesuaian dengan data kependudukan. Perbaikan jenis kelamin, untuk memastikan data yang tercatat akurat. Perbaikan NIK, jika terjadi perbedaan antara data BPJS Kesehatan dengan data kependudukan resmi.",527
538,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 130/4/HK.01/7/2024,PERMAKANAN,Apa yang menjadi latar belakang pelaksanaan program bantuan permakanan bagi penyandang disabilitas?,"Penyandang disabilitas memiliki keterbatasan jangka panjang yang menghambat partisipasi penuh. Banyak dari mereka hidup dalam kondisi rentan dan miskin akibat pembatasan hak. Negara berkewajiban memberikan kesamaan hak dan memenuhi kebutuhan dasar seperti pangan. Kemensos melaksanakan program bantuan permakanan untuk menyediakan pangan bergizi dan menyusun petunjuk teknis agar pelaksanaan tertib, akuntabel, dan tepat sasaran.",528
539,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 126/4/HK.01/6/2024,ATENSI,Bagaimana cara pengembalian dana Bantuan ATENSI Anak Yatim Piatu ke kas negara?,"Dana bantuan atensi anak yatim piatu harus dikembalikan ke kas negara jika wali atau penerima menolak bantuan atau terjadi kesalahan data. Bank penyalur melaporkan ke PPK untuk meneliti penyaluran. Jika masih ada sisa dana di rekening penerima, dana tetap menjadi hak penerima dan tidak dikembalikan. Jika penerima tidak bertransaksi atau menolak bantuan, dana yang tidak digunakan disetor ke kas negara melalui id billing dari bendahara pengeluaran.",529
540,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 126/4/HK.01/6/2024,ATENSI,Bagaimana peran pendamping sosial dalam memastikan pemanfaatan Bantuan ATENSI Anak Yatim Piatu berjalan dengan baik?,"Pendamping sosial bertugas melakukan asesmen kelayakan calon penerima. Memberi pendampingan pemanfaatan bantuan dan aspek sosial psikologis. Melakukan edukasi dan sosialisasi bantuan. Memantau penyaluran dan memastikan penerima mendapat hak penuh. Melakukan asesmen dan pelaporan masalah penyaluran. Melaporkan ke dinas sosial dan bank penyalur jika anak meninggal, pindah domisili, usia 18 tahun, atau menolak bantuan.",535
541,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 126/4/HK.01/6/2024,DTKS,Siapa yang bertugas melakukan pengawasan terhadap penyaluran Bantuan ATENSI Anak Yatim Piatu dan apa cakupan pengawasannya?,"Pengawasan dilakukan oleh apip. Cakupannya meliputi penilaian pencapaian target penyaluran, kesesuaian pelaksanaan dengan tujuan program, akuntabilitas laporan dan penggunaan dana, serta transparansi proses penyaluran. Apip dapat berkoordinasi dengan dinas sosial daerah, unit pelaksana teknis, pusat data, bank penyalur, dan masyarakat. Hasil pengawasan dilaporkan kepada pihak berwenang untuk evaluasi dan perbaikan.",541
542,2011,Undang undang Republik Indonesia Nomor 13 Tahun 2011,DTKS,Bagaimana tugas dan wewenang pemerintah dalam penanganan fakir miskin?,"Pemerintah bertugas memberdayakan pemangku kepentingan. Mengawasi, mengendalikan, dan mengevaluasi program. Menyediakan sarana prasarana. Serta mengalokasikan dana memadai dalam APBD atau APBN. Pemerintah daerah juga berwenang menetapkan kebijakan, strategi, dan program tingkat daerah dengan berpedoman pada kebijakan provinsi dan nasional. Dan pemerintah provinsi juga bertugas untuk memfasilitasi, mengoordinasi, dan menyosialisasikan kebijakan penanganan fakir miskin.",542
543,2022,Keputusan Direktur Jenderal Perlindungan dan Jaminan Sosial Nomor 60/3/BS.01.02/9/2022,RST,Bagaimana cara pembukaan rekening dan perjanjian bagi penerima bantuan kelompok maupun individu?,"Setelah rehabilitasi selesai, penerima bantuan wajib membuat laporan pertanggungjawaban paling lambat 105 hari setelah pencairan. Laporan berisi berita acara serah terima, realisasi anggaran, kuitansi asli atau faktur, fotokopi buku tabungan, dan dokumentasi rumah sebelum, selama, dan setelah rehabilitasi. Laporan disampaikan ke menteri sosial c.Q. Dirjen perlindungan dan jaminan sosial dengan tembusan ke dinas sosial provinsi dan kabupaten kota.",546
544,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,"Mengapa diperlukan fase transisi dan fasilitasi dalam Program PENA, dan bagaimana upaya pencegahan agar KPM tidak kembali jatuh ke dalam kemiskinan?","Intervensi usaha bagi KPM pena berlangsung 12 sampai 36 bulan untuk mengubah calon wirausaha menjadi wirausaha pemula dan mencegah kemunduran ekonomi. Fase transisi dan fasilitasi meliputi penguatan kapasitas produksi, teknik, diversifikasi produk, branding, dan pemasaran digital. Dukungan juga fokus pada literasi keuangan dan akses keuangan formal serta digital untuk meningkatkan kelas usaha KPM.",548
545,2022,Keputusan Direktur Jenderal Perlindungan dan Jaminan Sosial Nomor 60/3/BS.01.02/9/2022,RST,Apa fokus utama pendampingan bagi KPM Program RST dan RUS?,Fokus pendampingan adalah meningkatkan keterampilan dan pemberdayaan ekonomi KPM agar dapat memanfaatkan tempat usaha dari rus. Membantu akses terhadap bantuan modal usaha serta program pemberdayaan ekonomi lainnya guna memastikan KPM dapat berwirausaha secara mandiri. Mengarahkan KPM dalam memilih jenis usaha yang sesuai dengan potensi dan kebutuhan mereka. Melakukan monitoring dan evaluasi atas hasil pendampingan untuk menilai efektivitas program dalam meningkatkan kesejahteraan KPM.,548
546,2024,Keputusan Direktur Jenderal Rehabilitasi Sosial Nomor 126/4/HK.01/6/2024,ATENSI,Bagaimana proses evaluasi dilakukan untuk mengukur efektivitas Bantuan ATENSI Anak Yatim Piatu?,"Evaluasi dilakukan setelah pemantauan untuk mengukur efektivitas dan mengidentifikasi kendala. Evaluasi bertujuan mengukur keberhasilan program. Dilakukan oleh Kemensos, apip, dinas sosial provinsi atau kabupaten kota, dan pihak terkait. Bisa melibatkan pihak independen seperti perguruan tinggi dan lembaga riset. Dilaksanakan sesuai kebutuhan untuk meningkatkan efektivitas. Hasil evaluasi disampaikan kepada pimpinan sebagai bahan penyempurnaan program.",551
547,2024,Keputusan Direktur Jenderal Perlindungan Dan Jaminan Sosial Nomor 8/3/BS.00.01/1/2024,PKH,Apa langkah yang diambil jika penerima PKH tidak dapat hadir dalam distribusi KKS?,"Bank penyalur mengecek keberadaan KPM. Jika KPM sakit, dialihkan ke pos penyalur. Jika lansia bedridden atau penyandang disabilitas berat, KKS dan pin diserahkan ke rumah KPM. Jika KPM pindah, tidak ditemukan, meninggal dengan ahli waris, pekerja migran, atau kasus hukum, KKS dan buku tabungan disimpan bank penyalur, dan dinas sosial mengusulkan penggantian KPM. Jika KPM anak tanpa keluarga, KKS dan pin diberikan ke wali dengan surat keterangan lurah atau kepala desa.",554
548,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Bagaimana keberlanjutan usaha dalam Program PENA membantu KPM PENA mencapai kemandirian ekonomi?,"Keberlanjutan usaha memastikan KPM pena mandiri dan tidak bergantung bantuan sosial. Fokus pada persiapan graduasi dan peningkatan skala usaha. Intervensi sebelum graduasi klinik usaha pena, roadshow, bimbingan pemantapan. Setelah graduasi klinik usaha, roadshow, fasilitasi rujukan ke mitra pemerintah dan non pemerintah. Pelaksana direktorat jenderal pena, pusdiklatbangprof, mitra pemerintah dan non pemerintah. Waktu dan biaya disesuaikan tiap direktorat.",555
549,2023,Keputusan Direktur Jenderal Pemberdayaan Sosial Nomor 182/5/SK/HK.01/12/2023,PENA,Bagaimana keberhasilan Program PENA diukur melalui indikator output dan indikator outcome?,"Keberhasilan program pena diukur dengan indikator output dan outcome. Indikator output meliputi jumlah KPM pena yang meningkat pengetahuan dan keterampilan wirausaha serta memiliki izin usaha resmi. Indikator outcome mengukur dampak pada kesejahteraan KPM, seperti persentase yang pendapatan keluarganya mencapai minimal UMK setempat dan yang menggunakan layanan keuangan digital untuk usaha, seperti pembayaran digital, tabungan, asuransi, pinjaman, atau investasi.",556
550,2025,Keputusan Menteri Sosial Republik Indonesia Nomor 26/HUK/2025,DTKS,Bagaimana penetapan DTKS dilakukan setiap bulannya?,"Hasil usulan data, verifikasi, validasi, dan pengendalian kualitas disampaikan ke menteri setiap bulan untuk ditetapkan sebagai DTKS. Data ini menjadi acuan program penanganan fakir miskin dan kesejahteraan sosial. Jika tidak ada perubahan, menteri dapat menetapkan DTKS sesuai penetapan bulan terakhir. Menteri dapat melakukan verifikasi dan validasi ulang untuk memastikan integritas data. Jika data tidak memenuhi kriteria, menteri mengembalikan data ke pemerintah daerah kabupaten kota untuk diperbaiki.",558
551,2025,Keputusan Menteri Sosial Republik Indonesia Nomor 26/HUK/2025,DTKS,Bagaimana cara pengusulan orang atau kelompok untuk masuk ke dalam DTKS oleh Kemensos?,Usulan yang berasal dari Kemensos dilaksanakan dengan ketentuan menteri dapat mengusulkan orang atau sekelompok orang untuk masuk ke dalam DTKS melalui SIKSNG. Pengusulan dari menteri dapat dilakukan oleh unit kerja di lingkungan Kemensos yang mendapatkan perintah atas menjalankan tugas dan fungsinya. Verifikasi dan validasi usulan dilakukan oleh Kemensos atau pemerintah daerah kabupaten kota. Usulan yang dapat diterima harus memenuhi kriteria dan ketentuan yang berlaku.,561
